4000=64.0,47.4,17.9,37.0,-59.6,-33.5,48.3,0.7,-23.8,-73.5,############
4001=99.5,73.9,-22.1,-74.6,41.8,-96.6,13.3,-44.1,-15.5,-58.3,#########
4002=-79.2,20.1,51.1,87.9,-81.4,-19.6,-87.0,-72.0,-59.9,57.8,#########
4003=-38.2,76.6,68.1,-36.0,29.7,71.0,59.6,24.4,8.9,33.2,##############
4004=49.0,95.4,-38.1,-78.0,-64.5,-0.7,23.6,86.1,-39.9,63.9,###########
4005=-26.8,74.1,59.3,6.1,63.9,67.9,-20.4,-88.0,10.4,-78.2,############
4006=24.0,86.7,21.4,19.7,-51.9,59.0,31.4,45.3,-55.5,7.7,##############
4007=79.0,-78.2,83.1,53.3,-43.7,-98.2,-60.2,92.7,-44.1,-43.8,#########
4008=-73.6,-69.2,-87.2,48.8,-91.8,-60.9,-93.7,47.5,5.2,-36.1,#########
4009=64.0,39.6,-32.2,-13.7,5.7,71.4,11.1,-96.8,-77.8,2.8,#############
4010=-21.0,-66.0,-68.7,-80.9,54.3,74.0,21.9,-39.0,50.3,2.3,###########
4011=61.4,71.0,16.8,80.3,-6.3,-3.8,27.3,99.9,-59.2,19.7,##############
4012=-9.6,-43.6,26.3,-14.2,-42.7,3.3,52.3,55.4,66.8,-2.5,#############
4013=-66.6,60.2,18.2,55.7,-9.8,77.5,18.4,-95.7,24.9,-49.2,############
4014=15.2,-9.3,46.4,94.9,-73.1,-23.4,84.4,6.0,-30.4,6.8,##############
4015=-47.8,34.7,-28.2,-30.5,19.2,25.4,23.7,48.5,62.4,-19.6,###########
4016=-91.9,95.1,-32.5,-59.2,-87.2,-81.6,-88.1,-32.4,92.4,-21.9,#######
4017=93.8,-54.8,-87.2,-62.9,-54.2,-6.8,-26.8,-90.3,30.3,-98.2,########
4018=47.3,86.0,11.5,62.1,-1.3,53.2,-58.8,-18.2,-18.7,-17.4,###########
4019=-87.6,48.4,78.5,-65.9,-72.2,-46.3,-58.6,44.8,71.0,-44.8,#########
4020=34.1,-76.5,17.6,-93.4,-56.4,13.3,94.4,42.8,88.6,-50.8,###########
4021=-30.3,-30.8,99.3,-54.9,26.4,-24.6,62.5,-21.3,81.4,24.9,##########
4022=54.9,4.6,-31.3,-28.4,8.4,-50.7,-13.2,-39.5,-74.0,8.5,############
4023=-62.4,-56.6,55.9,57.2,-41.9,51.9,-6.5,3.4,-95.3,36.1,############
4024=10.7,24.8,23.6,67.1,-6.6,17.2,-29.6,14.9,35.2,-3.1,##############
4025=-28.7,-50.4,54.1,62.0,94.6,-40.5,-66.8,55.0,80.9,-63.2,##########
4026=-23.3,74.7,56.1,-22.4,9.3,-47.8,83.7,-73.9,1.7,75.1,#############
4027=-74.7,-72.1,63.6,15.0,89.4,33.1,-40.2,91.7,-97.3,85.6,###########
4028=-27.4,63.1,92.9,90.6,60.1,63.7,32.2,57.2,-81.9,-2.2,#############
4029=-46.4,-59.2,88.2,-72.4,-97.9,3.3,68.9,33.3,-9.0,-35.5,###########
4030=-42.8,6.0,-61.2,-31.4,32.4,48.8,40.1,78.0,-89.4,61.0,############
4031=42.4,27.7,26.5,66.3,43.9,-15.3,90.1,-94.1,12.6,-79.2,############
4032=-53.3,-75.0,17.3,-1.8,16.7,78.5,-40.4,-42.3,77.8,10.5,###########
4033=56.5,-9.6,66.1,-96.5,80.5,92.8,73.0,61.4,68.6,97.8,##############
4034=-14.2,87.0,59.3,8.1,-83.8,20.2,31.3,57.1,-14.8,-81.0,############
4035=-79.4,-35.1,-21.3,24.6,-77.9,-54.4,-67.8,-47.4,-63.2,-19.0,######
4036=39.8,-34.2,-13.8,-0.9,31.2,-50.1,15.7,-59.0,-43.1,-28.2,#########
4037=-61.5,1.2,40.3,0.4,33.3,-45.5,19.9,17.8,-6.3,42.3,###############
4038=-77.7,32.1,-93.8,-58.3,78.0,-62.8,93.3,-1.4,17.7,11.2,###########
4039=-89.5,30.0,-8.8,-19.4,12.6,71.3,-66.0,-15.1,70.6,-24.5,##########
4040=14.7,87.9,40.9,45.3,40.3,17.6,36.5,-71.4,-93.7,16.3,#############
4041=-69.8,21.5,39.7,-44.8,-98.0,-49.8,-51.0,99.6,86.4,4.3,###########
4042=-49.3,77.7,6.7,36.6,65.9,65.5,10.3,97.4,29.2,-5.1,###############
4043=-88.8,-82.1,-68.3,-28.6,85.8,59.6,-19.6,-55.9,49.3,-48.0,########
4044=-5.1,-27.1,-85.2,-89.6,-29.0,-51.4,41.5,-16.8,80.1,-53.2,########
4045=43.8,-9.3,75.8,-36.5,40.6,-55.4,-63.0,31.5,90.0,-25.0,###########
4046=8.8,32.2,31.7,-66.1,46.1,42.1,-76.7,-28.0,-76.6,-71.0,###########
4047=53.0,39.2,3.1,-22.9,-53.1,-74.7,-17.4,-69.3,48.1,42.6,###########
4048=18.4,25.3,76.6,32.3,5.0,-76.8,18.3,-88.2,69.8,-48.1,#############
4049=75.0,56.2,-8.7,99.1,89.4,32.9,-30.9,-84.7,-58.8,-87.3,###########
4050=-67.7,-27.4,-77.6,-88.2,41.9,-95.7,-20.5,-32.2,29.3,-48.0,#######
4051=5.4,-41.2,70.2,0.0,68.4,86.2,-87.6,-7.7,13.7,11.0,###############
4052=76.8,35.3,75.8,-31.5,40.8,33.6,29.8,-82.3,-77.6,-61.5,###########
4053=54.1,-9.5,-13.1,-40.1,26.8,-42.9,54.2,91.1,-76.9,19.7,###########
4054=-18.3,4.6,97.2,-17.8,59.2,-55.1,-43.9,-56.6,-27.8,97.3,##########
4055=60.2,90.7,-89.4,-86.7,-58.9,54.9,-18.3,37.0,-9.8,-10.6,##########
4056=-15.6,-18.7,76.8,75.7,10.5,-72.3,-95.8,14.1,-44.1,-19.6,#########
4057=27.5,-3.2,-14.3,28.0,-68.1,-67.7,-5.1,66.8,-55.2,-67.8,##########
4058=86.9,-13.5,65.9,3.6,86.4,-88.9,95.3,2.7,93.2,85.5,###############
4059=36.8,-5.9,-64.2,16.4,-31.1,85.1,-12.6,-57.7,66.3,61.5,###########
4060=-97.4,16.0,-87.6,37.3,-36.9,90.5,48.5,-73.7,-7.3,-72.5,##########
4061=-21.6,8.1,-40.7,-17.4,90.5,11.3,48.6,-24.5,91.7,89.5,############
4062=19.0,-81.0,-59.1,92.2,12.5,-89.1,71.7,34.1,38.9,-33.4,###########
4063=-20.3,98.1,-44.8,74.9,14.4,88.4,-65.1,17.2,96.1,-42.3,###########
