0=72.8,-89.1,-31.5,-79.1,-72.8,67.8,72.4,84.7,-45.4,6.7,##############
1=18.7,38.7,-64.5,-35.6,-62.9,-14.3,-69.9,-89.1,-13.6,80.6,###########
2=-9.2,24.9,-64.8,31.2,-77.5,30.9,-4.6,-36.7,84.8,83.1,###############
3=73.9,-1.7,81.2,4.7,-50.9,-59.9,-27.1,-71.5,-25.3,-78.8,#############
4=21.3,26.1,25.8,-13.0,-42.8,82.1,68.8,7.6,90.8,57.4,#################
5=-18.4,72.3,-15.2,32.5,-42.4,-16.8,89.6,-60.5,17.8,34.4,#############
6=88.9,96.0,87.6,-15.0,58.1,-75.5,-5.8,-37.4,-94.9,-13.4,#############
7=-40.0,4.2,72.2,40.6,24.0,11.1,-66.9,64.0,13.6,65.0,#################
8=72.9,-98.3,-27.3,-52.3,-54.3,-13.9,-54.7,-3.6,-20.2,65.0,###########
9=69.1,17.3,1.9,-5.8,82.8,-38.7,-71.0,-94.2,-11.3,-35.9,##############
10=-69.9,42.1,91.8,5.1,29.7,11.8,76.8,54.1,-93.5,-3.9,################
11=-10.3,35.3,75.0,40.7,-51.3,-71.7,-62.4,-27.5,50.2,-96.6,###########
12=-90.3,-94.2,-53.6,-82.0,-5.4,-57.7,-26.5,27.9,-76.7,43.7,##########
13=-52.7,-99.2,-67.8,-13.5,-29.6,-15.3,-20.0,-9.3,48.9,-37.7,#########
14=-59.5,52.1,-98.9,-27.9,5.8,-88.5,58.5,60.8,72.9,-12.2,#############
15=-2.7,85.2,-80.6,-43.5,-29.4,-65.4,-62.0,38.6,-74.6,-90.7,##########
16=84.5,-63.6,45.2,29.3,35.4,-27.8,41.1,92.4,87.7,-77.5,##############
17=93.9,18.0,-65.2,-15.7,57.6,-64.7,-23.4,99.1,95.0,-95.1,############
18=59.3,32.5,-42.1,-83.1,4.2,23.2,0.4,-76.0,-49.9,-20.4,##############
19=-26.8,-67.4,-37.6,34.0,-48.9,-97.4,-83.7,-99.1,74.8,60.1,##########
20=-45.6,-52.3,55.9,30.6,-68.9,-72.9,-73.3,-94.4,42.5,-87.8,##########
21=-82.2,11.1,-68.9,11.6,-6.2,11.8,84.5,69.7,-5.4,89.4,###############
22=3.2,-34.6,-78.6,18.3,-35.8,84.9,78.3,97.4,-26.7,38.0,##############
23=89.3,-26.5,-49.2,93.2,54.4,-51.1,64.7,-74.0,-89.0,34.3,############
24=68.1,21.4,-58.0,-85.2,-21.0,-43.6,55.6,38.7,-8.9,77.3,#############
25=-73.8,80.9,3.1,79.6,-77.8,68.7,-37.8,63.2,-41.9,1.7,###############
26=35.8,-62.2,27.1,48.6,-73.0,86.8,71.3,-17.0,76.8,52.4,##############
27=10.8,-2.4,50.7,40.7,-50.0,-40.2,-59.8,-3.5,-24.8,-59.3,############
28=90.6,90.7,-18.1,-66.3,-11.6,-65.3,-31.9,81.0,-9.4,-17.0,###########
29=17.4,-64.4,18.8,59.8,-61.1,-49.1,-6.8,90.9,85.8,-61.6,#############
30=-66.4,-64.3,40.7,20.6,46.5,-9.8,-83.8,53.8,-68.8,-39.5,############
31=-88.0,96.8,-48.6,9.6,83.5,-45.5,75.7,52.5,-82.1,-39.9,#############
32=37.9,27.1,-12.7,11.7,-16.3,-20.1,-68.6,-37.5,-75.1,51.0,###########
33=11.1,7.7,17.6,-80.8,-25.6,-17.7,-6.2,57.7,-46.6,-35.3,#############
34=92.5,7.6,-9.6,37.6,26.8,25.0,66.8,-51.1,97.3,14.7,#################
35=-3.9,-52.4,93.4,-90.9,44.0,42.9,83.1,-80.1,-54.8,-87.1,############
36=-58.9,37.5,80.4,-2.5,39.6,-97.6,-52.5,-17.5,-36.4,-70.7,###########
37=30.3,-0.5,-43.2,-18.2,9.4,-98.1,12.0,-55.2,7.4,7.3,################
38=-60.7,-12.3,13.3,67.5,48.9,14.0,-99.2,-98.0,31.6,24.7,#############
39=81.2,34.0,29.9,90.4,74.0,93.0,50.3,-93.0,-86.7,-37.4,##############
40=-99.7,-9.3,-99.6,-87.2,-76.4,2.2,-95.0,7.4,77.5,94.7,##############
41=-9.0,-39.6,-88.4,-27.9,-40.2,54.9,-96.1,-37.4,50.1,99.1,###########
42=46.4,94.0,-57.6,72.0,-7.3,40.2,-12.8,61.8,-17.0,81.5,##############
43=-68.0,-96.6,81.7,16.2,-87.4,36.1,-58.7,51.2,-94.1,35.2,############
44=-44.0,47.2,-71.6,-37.4,79.0,48.5,56.5,84.6,-66.1,5.8,##############
45=26.0,-84.2,-98.2,33.0,9.3,64.9,62.8,4.8,38.6,75.0,#################
46=96.4,28.3,-22.3,-60.5,-69.9,-23.4,-31.3,55.2,86.4,97.1,############
47=-4.1,46.6,-1.3,42.1,20.1,-91.7,87.7,90.1,58.7,57.9,################
48=-36.9,89.1,19.8,-3.0,-20.6,96.4,12.7,-69.5,77.2,4.8,###############
49=88.4,61.3,-82.8,64.4,-89.1,6.3,-54.6,-73.1,-52.3,82.8,#############
50=32.6,74.8,-46.2,-16.9,-19.1,26.4,-7.2,21.2,11.0,86.9,##############
51=-33.7,-12.5,-0.8,42.9,-93.1,72.8,-22.8,82.8,-94.8,-82.9,###########
52=67.8,-55.9,73.4,63.4,6.6,26.8,-23.3,-65.3,-86.2,76.8,##############
53=35.9,85.0,71.9,32.8,93.0,80.6,-24.4,-33.6,31.1,87.1,###############
54=15.0,78.4,99.5,-60.4,-90.9,67.7,-21.7,-99.1,66.8,-90.2,############
55=30.6,13.4,55.4,-19.8,-51.6,-97.9,-23.1,69.6,-3.3,-13.0,############
56=-77.7,80.2,-29.1,23.1,73.3,-87.7,-18.6,97.0,45.4,-2.4,#############
57=98.1,64.8,-57.6,-12.4,-35.1,-26.8,38.8,12.4,32.5,-46.7,############
58=-53.2,59.1,61.6,22.6,-93.5,82.4,-19.5,-91.6,-36.9,-3.1,############
59=-94.4,-11.8,-37.5,96.0,60.0,12.4,-6.2,5.2,-91.8,-12.5,#############
60=26.1,-99.6,-89.7,-53.8,-41.2,95.0,39.8,-9.9,16.9,45.5,#############
61=-91.6,33.3,-3.6,-95.8,-1.7,24.2,-27.1,-54.2,-68.6,9.3,#############
62=97.2,74.6,-59.1,-14.3,93.4,8.9,12.0,-41.2,54.8,34.8,###############
63=-3.4,2.2,-71.0,88.1,-35.5,-11.5,-54.1,-3.2,-51.9,-9.3,#############
64=-59.1,-34.4,-77.3,48.2,53.5,-74.0,-60.5,73.8,81.8,-88.9,###########
65=-42.7,76.9,95.6,-47.0,-44.5,-6.3,-66.8,-71.8,-28.6,78.6,###########
66=86.1,97.5,21.3,48.9,-95.9,-6.7,-53.8,40.2,-59.9,-1.7,##############
67=42.0,34.7,12.2,55.5,99.7,33.1,94.3,-39.1,80.5,-95.9,###############
68=11.6,-86.4,63.6,-97.5,58.5,-8.4,34.8,-41.3,-46.6,30.2,#############
69=-94.1,54.7,-81.0,-97.9,53.3,-66.8,-19.8,-63.2,-89.8,-29.1,#########
70=-29.8,67.2,84.5,-75.6,54.6,-1.7,-13.3,66.1,85.8,10.7,##############
71=15.3,31.1,-63.9,-40.3,-1.1,-44.6,9.8,-14.4,-19.2,-2.8,#############
72=33.0,33.7,20.5,-70.1,42.6,-61.4,-60.3,-10.6,-53.0,65.0,############
73=-46.8,-24.2,-34.3,30.9,-93.0,73.6,-5.0,-27.1,10.2,13.8,############
74=25.4,19.5,-58.3,-33.8,23.9,-85.0,14.5,57.1,-67.4,53.4,#############
75=19.8,82.4,30.1,-62.6,71.2,77.8,43.0,-27.0,-15.8,-44.0,#############
76=-47.9,-10.4,-93.9,-31.5,-71.5,86.9,-93.2,52.1,79.6,26.6,###########
77=-7.7,-47.6,-57.6,-39.3,6.1,69.6,-92.2,19.9,-47.7,-1.6,#############
78=24.3,-32.2,39.2,-32.2,69.2,-69.5,-17.9,-91.8,84.6,-72.5,###########
79=33.5,70.5,-77.0,81.5,54.6,18.6,81.4,17.2,78.8,-34.7,###############
80=-9.7,-39.6,-97.4,11.3,-58.5,93.6,58.8,7.5,7.0,-21.4,###############
81=60.7,45.1,-1.6,-43.8,8.6,40.5,-93.1,-32.1,11.6,77.9,###############
82=-58.8,-78.1,97.7,90.3,-86.5,34.4,66.5,10.4,99.2,-28.8,#############
83=-23.7,-45.7,9.7,18.8,-11.2,-58.2,-4.9,-62.4,-57.6,5.8,#############
84=-12.4,-83.6,-64.9,27.6,13.2,-48.2,-38.0,-34.6,-13.0,83.5,##########
85=1.0,67.5,-21.3,86.7,-6.7,57.0,92.2,-58.6,-52.6,-97.8,##############
86=68.7,44.3,-35.0,31.9,-62.0,68.7,-2.7,-97.2,92.6,-86.1,#############
87=4.8,-13.9,56.7,-50.0,-22.5,30.1,-80.5,91.5,-25.2,-65.3,############
88=53.0,-31.0,42.8,87.5,45.0,32.4,-26.3,-31.3,-30.9,32.6,#############
89=-5.0,83.8,31.2,73.8,61.4,-64.4,55.3,-27.5,-80.4,-5.8,##############
90=93.0,-58.3,34.7,-20.9,65.0,-91.3,78.2,62.2,-49.6,83.6,#############
91=-33.0,-49.7,-46.2,-12.3,21.0,95.4,52.3,67.7,80.7,-95.0,############
92=58.4,-52.5,25.4,1.3,-78.4,-46.7,-41.1,-30.1,59.3,-98.2,############
93=16.6,-35.6,-18.5,-93.2,5.0,-58.1,-60.1,96.6,-78.6,29.6,############
94=29.4,-72.8,20.5,71.2,47.3,-49.9,90.8,32.3,56.3,57.5,###############
95=-29.7,-37.6,58.9,24.8,-59.8,13.4,80.3,-96.5,19.2,-77.0,############
96=-98.2,70.2,-56.2,-63.0,-36.9,-56.2,-86.9,42.5,59.3,-12.6,##########
97=67.5,-21.7,-50.0,24.1,-0.5,59.4,74.1,72.6,50.9,-60.1,##############
98=60.0,-55.9,47.2,10.4,74.2,-35.1,26.4,24.0,93.6,-84.9,##############
99=98.0,-71.6,24.5,19.9,-94.7,-98.3,-12.2,19.1,-57.4,-20.5,###########
100=-40.3,-9.5,57.8,-98.2,-54.3,-96.2,12.9,-64.7,23.6,-87.8,##########
